dist_img	ref_img	dmos	var	 	mse	psnr	ssim	sg_essim	ffs	lgv
I01_11_03.png	I01.png	2.67	0.745	 	190.08991156684027	25.341212922250527	0.4530665369619493	0.9881077622653862	0.4509225655285474	0.993468548393829
I01_11_04.png	I01.png	2.27	0.772	 	314.3817952473958	23.15622971250244	0.3619799778909845	0.9797646620062278	0.47593875646348316	0.9893077950379432
I01_11_05.png	I01.png	2.37	0.752	 	610.9576365152994	20.27069263334827	0.25978233017620794	0.9592280715473933	0.5045340172851932	0.9799635276225311
I01_12_01.png	I01.png	4.43	0.559	 	24.95754157172309	34.15878557678789	0.8282611223459663	0.9992435614235881	0.33257343616313084	0.9993287826558936
I01_12_02.png	I01.png	3.7	0.69	 	122.2855241563585	27.2570531144492	0.5548155589793701	0.9947923531519645	0.41718615235423473	0.9967026858476387
I01_12_03.png	I01.png	2.77	0.883	 	240.5493638780382	24.318761481000116	0.42489537323194587	0.9882877838968994	0.45233296809519724	0.9936339542737921
I01_12_04.png	I01.png	2.37	0.836	 	473.243664211697	21.379955525296303	0.31115400439668667	0.9741658548898768	0.4872103452928433	0.9872386665229133
I01_12_05.png	I01.png	1.97	0.547	 	692.4312133789062	19.727037241187972	0.25553325621186435	0.9636158340616022	0.501846977553634	0.9818840175690706
I01_13_01.png	I01.png	3.67	0.789	 	19.357757568359375	35.26225314305298	0.9721778244641782	0.9988243073346709	0.34494365723204534	0.9994146304924844
I01_13_02.png	I01.png	2.87	1.087	 	99.22342427571614	28.16466150076769	0.8703079789217992	0.9934022794871916	0.4327031026658178	0.9968609471744677
I01_13_03.png	I01.png	2.6	0.663	 	196.54823981391058	25.196112020149247	0.7633078490502926	0.9863201280630897	0.46700680794057525	0.9935003651092812
I01_13_04.png	I01.png	2.07	0.727	 	396.2647433810764	22.150949270302903	0.5921805694170975	0.9740912444723885	0.4962520823925004	0.987650228109391
I01_13_05.png	I01.png	2.03	0.657	 	608.6042005750868	20.287454153428286	0.4667218687029557	0.9607417379949279	0.5139801608286211	0.9807721433786418
I01_14_01.png	I01.png	4.57	0.616	 	17.870747884114582	35.609376329203215	0.8678176954593718	0.9994044408252484	0.3308658235747915	0.9994903219845194
I01_14_02.png	I01.png	3.57	1.023	 	88.91103956434462	28.641246727411446	0.6582589754277838	0.9959314677720542	0.4144232827956412	0.9974690322485283
I01_14_03.png	I01.png	3.13	0.846	 	178.16407775878906	25.62260216743848	0.5518068210025994	0.9907756775643799	0.4506310292371012	0.9950052297753672
I01_14_04.png	I01.png	2.5	0.764	 	352.1041039360894	22.664092738652897	0.45160199880104707	0.9815632999487324	0.4848190122196228	0.9903689917259841
I01_14_05.png	I01.png	2.27	0.68	 	840.0464969211155	18.887770357615047	0.3333067325100012	0.9604026374206563	0.5218752813300351	0.9782989346400983
I01_15_01.png	I01.png	3.57	0.989	 	53.41852484809028	30.853884700537666	0.8368675069966786	0.986509572564484	0.45241662891370377	0.9939794549940709
I01_15_02.png	I01.png	2.63	0.912	 	113.37951999240451	27.58545746853736	0.7375582301705185	0.9744771441209995	0.48466591947812	0.9899999506174225
I01_15_03.png	I01.png	1.77	0.607	 	142.44170464409723	26.594431984977135	0.6541342520618335	0.9669906058396567	0.49793733163351717	0.9872596133404993
I01_15_04.png	I01.png	1.4	0.49	 	277.8616451687283	23.692517581033968	0.4840677333894396	0.949294065527281	0.5190719714591207	0.9794745756530835
I01_15_05.png	I01.png	1.33	0.471	 	521.9766625298394	20.95429274649333	0.34850900663862966	0.9313893756143226	0.5320032263698927	0.9693581371714162
I01_16_01.png	I01.png	4.37	0.547	 	111.23749287923177	27.66829168890327	0.9892215213373191	0.9996828300606003	0.2582522128811186	0.9997164934508468
I01_16_02.png	I01.png	4.47	0.562	 	441.3565979003906	21.682907375681765	0.9678103656440141	0.9988289511733125	0.3061631709494691	0.9989530862642928
I01_16_03.png	I01.png	3.94	0.504	 	1769.8299645317925	15.65148817112199	0.9082671867320987	0.9955712042537823	0.3737169757713535	0.9960561392926235
I01_16_04.png	I01.png	3.17	0.898	 	5136.1268141004775	11.024446226793591	0.792765918434483	0.9837258265941214	0.458147206345161	0.9882235415241353
I01_16_05.png	I01.png	2.18	0.796	 	9407.78256225586	8.395930896681293	0.6442328967288333	0.9285256675585204	0.5536990426758243	0.9696762188139085
I01_17_01.png	I01.png	4.5	0.5	 	25.126851399739582	34.12942289521243	0.9976070739227505	0.9999194569237693	0.2446304765134437	0.9999277853274373
I01_17_02.png	I01.png	4.57	0.496	 	105.07977634006076	27.915612211389252	0.9903214080970848	0.9996513400108856	0.28431698700155444	0.9997030316111291
I01_17_03.png	I01.png	4.33	0.596	 	412.61070251464844	21.975398721246894	0.9591751715503122	0.9985116990561744	0.34456836492027904	0.9988224271389257
I01_17_04.png	I01.png	3.4	0.879	 	1665.6779090033638	15.914893349052534	0.8074894166338143	0.9922052821295179	0.4316008258506117	0.9948104700746118
I01_17_05.png	I01.png	2.13	0.846	 	6278.918535020616	10.151955124680308	0.38972858399354715	0.9244250720166919	0.5706505800530463	0.9717824401281332
I01_18_01.png	I01.png	4.5	0.5	 	549.606691148546	20.7302834949618	0.9796420504420666	0.998445904973642	0.2748713234979497	0.9986161257055538
I01_18_02.png	I01.png	4.57	0.496	 	134.44030253092447	26.845508797767835	0.9943251164983954	0.9996024322967463	0.20992450889160783	0.9996408235824358
I01_18_03.png	I01.png	4.57	0.496	 	0.0	inf	1.0	1.0	0.002214839704049185	1.0
I01_18_04.png	I01.png	4.37	0.795	 	148.98244052463107	26.399452765673797	0.9086426052471858	0.9990662313316495	0.30983477241854107	0.9994174492849411
I01_18_05.png	I01.png	3.97	0.657	 	531.6159396701389	20.87482366763124	0.8182608344959365	0.9943303329445173	0.4034404683368812	0.9974167062977118
I01_19_01.png	I01.png	4.53	0.499	 	21.440745035807293	34.8184048846107	0.9873597597229979	0.9996260811349836	0.283215758040037	0.9997262134438153
I01_19_02.png	I01.png	3.93	0.727	 	47.04054090711806	31.40608053930228	0.9734552676996818	0.9990400883801914	0.31752803431472204	0.9993337542961777
I01_19_03.png	I01.png	2.77	0.803	 	209.16867913140192	24.92583706957405	0.91796672720825	0.9955705446127588	0.3846175935658394	0.9972135782788846
I01_19_04.png	I01.png	1.53	0.562	 	214.13609313964844	24.82390486052331	0.846819576226378	0.9875859167601299	0.44315086664326564	0.9932183008419248
I01_19_05.png	I01.png	1.37	0.482	 	387.7207505967882	22.245613160419694	0.7214316349773231	0.9645859887201255	0.5110128002074468	0.9820427599129339
I01_20_01.png	I01.png	4.53	0.67	 	13.538589477539062	36.81506941277375	0.9884354182764641	0.9984549354754834	0.3383776209855592	0.999246469039325
I01_20_02.png	I01.png	3.9	1.136	 	55.044165717230904	30.72369067189382	0.9729739736955333	0.995141623000185	0.39731048290046167	0.9976731310467906
I01_20_03.png	I01.png	4.0	0.966	 	78.77616204155817	29.166855426173765	0.9603615069968243	0.9928436691533594	0.4127233618332276	0.9962498904556029
I01_20_04.png	I01.png	3.33	1.35	 	84.85021464029948	28.844274156051437	0.9505483377840557	0.9917615621738552	0.4205239937043344	0.996164372318982
I01_20_05.png	I01.png	3.23	1.542	 	118.35413106282552	27.39896939612709	0.9357079137964593	0.9869936651100829	0.44227945506319966	0.994292851758018
I01_21_01.png	I01.png	3.37	0.948	 	98.37057664659288	28.202151436447945	0.9261417041937801	0.9920818310557286	0.4189897464230714	0.9953249190233716
I01_21_02.png	I01.png	2.57	0.883	 	130.4016350640191	26.97797323959515	0.9091299723796024	0.9903390837202393	0.43196805549230954	0.994132828317693
I01_21_03.png	I01.png	2.03	0.74	 	119.26066080729167	27.365831494841725	0.9135089354874567	0.991178772509941	0.425719646742891	0.9946760786460972
I01_21_04.png	I01.png	2.13	0.884	 	126.79847208658855	27.09966340511166	0.9001855484084906	0.9908385110817167	0.42554385719426696	0.9944977197325473
I01_21_05.png	I01.png	1.43	0.559	 	303.9101053873698	23.303352197185163	0.7869759065169645	0.9725169589920579	0.48475058019950623	0.9858118751858242
I01_22_01.png	I01.png	4.63	0.605	 	44.36976284450955	31.65993253440427	0.9022997249174454	0.997514250765848	0.3774317775515953	0.9980457158149877
I01_22_02.png	I01.png	4.0	0.894	 	70.66006469726562	29.639063301232788	0.8671273021062063	0.9953844150247763	0.4031528231271864	0.9969675953968525
I01_22_03.png	I01.png	4.0	0.931	 	108.53727213541667	27.77501458599792	0.8256777135705676	0.9918014754534527	0.427636478149779	0.9951744299480753
I01_22_04.png	I01.png	3.2	0.98	 	272.7760738796658	23.77274086664024	0.7738653899742083	0.9881359678710044	0.4504638705438298	0.9933758026433788
I01_22_05.png	I01.png	2.2	0.909	 	527.2762349446615	20.910421633369083	0.7188291519870388	0.9731292232121964	0.4800480726279798	0.9864721137733686
I01_23_01.png	I01.png	2.73	0.929	 	123.62389797634549	27.209779276877526	0.9898884272127982	0.995673036612141		0.9979713610482968
I01_23_02.png	I01.png	2.17	0.86	 	122.17471483018663	27.260990268597073	0.9805443335836515	0.9910104541339759	0.45365015102445594	0.9968907116377377
I01_23_03.png	I01.png	2.2	0.945	 	328.0738711886936	22.971087176517372	0.9677983313181152	0.9867256431779744	0.4921047740166187	0.9931509957869474
I01_23_04.png	I01.png	2.37	1.197	 	400.1814676920573	22.108233881755016	0.9594565145998956	0.9851412821243647	0.49946711227822216	0.9923861392726367
I01_23_05.png	I01.png	1.57	0.616	 	511.88744269476996	21.039058850298357	0.9507838616867231	0.9789815614896268		0.9910253045323548
I01_24_01.png	I01.png	3.57	0.92	 	138.8790079752604	26.704437552273788	0.9044366376395695	0.9827437689989802	0.44281790102752827	0.9872532667392798
I01_24_02.png	I01.png	2.5	0.847	 	382.2817111545139	22.30696839554787	0.7838251767488993	0.9582674354364262	0.48434023857692127	0.9678704131757755
I01_24_03.png	I01.png	1.87	0.67	 	638.2747056749132	20.08072726846178	0.6832140602947465	0.9342113747155049	0.5000106231634938	0.9489934254458509
I01_24_04.png	I01.png	1.6	0.554	 	1412.1385413275825	16.632030545327655	0.4814280609011647	0.8719492010781417	0.507492799255143	0.9003515856065958
I01_24_05.png	I01.png	1.4	0.554	 	2798.919284396701	13.660899864626847	0.30312138212193057	0.7907045859441709	0.4926238271711383	0.8327317055371041
I01_25_01.png	I01.png	3.43	0.844	 	691.63892449273	19.732009340787666	0.7997160745695157	0.9873737016036936	0.4174096692520493	0.9923117120536702
I01_25_02.png	I01.png	3.87	0.806	 	344.13872612847223	22.76346814089569	0.8855741303818299	0.9941692073513169	0.3777184429540904	0.9960942558204069
I01_25_03.png	I01.png	4.26	0.566	 	113.72667270236545	27.57218027675745	0.9652729202608669	0.9980497230966763	0.32111468343345057	0.9986178346518017
I01_25_04.png	I01.png	4.17	0.582	 	113.72667270236545	27.57218027675745	0.9753810125341692	0.9975560811206196	0.37099916475541983	0.998321946562481
I01_25_05.png	I01.png	3.27	0.854	 	450.1741773817274	21.596997812257573	0.9136759710088719	0.9875629950533065	0.4644448553688535	0.9926545321912746
I02_01_01.png	I02.png	4.5	0.719	 	0.0	inf	1.0	1.0	0.0022721898267492025	1.0
I02_01_02.png	I02.png	4.17	0.934	 	52.88257175021701	30.897677935550476	0.9689179641143331	0.9979201740480187	0.3313977790818688	0.9989353111794536
I02_01_03.png	I02.png	2.07	0.772	 	348.7638973659939	22.7054883869633	0.747767724488683	0.9745329585314625	0.45307614752655745	0.9894051808000821
I02_01_04.png	I02.png	1.57	0.496	 	651.5766533745659	19.99114846146487	0.48942050246906926	0.9157144729559085	0.5455062262283422	0.9591673934833144
I02_01_05.png	I02.png	1.27	0.512	 	982.4677310519749	18.207620658980122	0.2697745393451314	0.7866720594892778	0.6372143213171295	0.9002152036495544
I02_02_01.png	I02.png	3.2	0.748	 	172.2549285888672	25.769087039989774	0.8868394174671484	0.991643291664534	0.39045469835519087	0.9964790259072945
I02_02_02.png	I02.png	2.27	0.854	 	464.8820580376519	21.457375758068	0.6553849061865805	0.9635302595193663	0.4739971446399247	0.985219088125355
I02_02_03.png	I02.png	1.57	0.616	 	763.4227328830295	19.30315272822734	0.4007148397112223	0.8912623448001717	0.5673231374012433	0.9468097502975398
I02_02_04.png	I02.png	1.17	0.373	 	901.8004438612196	18.5796991613995	0.300239145373965	0.8306441013518372	0.6062441962811757	0.9193536397112241
I02_02_05.png	I02.png	1.0	0.0	 	1001.0314144558376	18.12632654107128	0.25279781440278076	0.7915901645482933	0.6354027088047488	0.9032076381533991
I02_03_01.png	I02.png	4.6	0.554	 	0.0	inf	1.0	1.0	0.0022721898267492025	1.0
I02_03_02.png	I02.png	3.77	0.716	 	118.38419935438368	27.397866195546836	0.926970475423803	0.9946705154174614	0.37166808859368206	0.9975785951908125
I02_03_03.png	I02.png	2.33	0.699	 	319.5892622205946	23.084881817049432	0.7858837804882581	0.9791093540901246	0.449388495486109	0.990444989896007
I02_03_04.png	I02.png	1.8	0.542	 	446.74102613661023	21.630245234473513	0.6864511464036885	0.9532708884004931	0.4932634683398373	0.9818778095000321
I02_03_05.png	I02.png	1.2	0.4	 	703.2028859456381	19.6599971645337	0.48428665807027976	0.907898331261881	0.562469758389151	0.9519807358875109
I02_04_01.png	I02.png	4.3	0.64	 	39.765228271484375	32.13576881013337	0.9808777777457127	0.999828642547163	0.3535273562872547	0.9998792307672858
I02_04_02.png	I02.png	2.67	0.869	 	883.2670406765408	18.669883359323837	0.7778041419976324	0.9985999719585688	0.46258994034058565	0.9989453197652179
I02_04_03.png	I02.png	1.87	0.763	 	2143.27633327908	14.820021924945493	0.6142786000958942	0.9928991033266118	0.4946508071114325	0.9945760417927811
I02_04_04.png	I02.png	1.77	0.716	 	2589.8598429361978	13.99804099136633	0.5694509913362116	0.9891770021251932	0.505777476409291	0.9920222522527012
I02_04_05.png	I02.png	1.53	0.718	 	3281.7645670572915	12.969729392073209	0.506943313048755	0.9824982764078382	0.5357822221430911	0.9880247612749233
I02_05_01.png	I02.png	3.77	0.761	 	223.8281945122613	24.63165569337511	0.9323474247965517	0.9864701700763217	0.4913251433288714	0.9928518467654414
I02_05_02.png	I02.png	1.8	0.476	 	293.89227464463977	23.44892190662258	0.9089742912733331	0.9719978638205671	0.5387324406139413	0.9832878313391799
I02_05_03.png	I02.png	1.33	0.471	 	324.0667249891493	23.024459206888043	0.9039887392918571	0.960307696225292	0.5519875537195131	0.9807534739356473
I02_05_04.png	I02.png	1.37	0.482	 	342.05504353841144	22.789843624682455	0.9038183684926816	0.9611706819499292	0.551862768556685	0.9819443371802951
I02_05_05.png	I02.png	1.47	0.562	 	329.28561231825086	22.9550760564127	0.907195152610448	0.9629674373530387	0.5503034233337778	0.9828636975007509
I02_06_01.png	I02.png	4.2	0.872	 	93.55957370334201	28.419921265540957	0.921821281216301	0.9975380426712283	0.3658245404096794	0.9986763233182249
I02_06_02.png	I02.png	4.07	0.727	 	125.25416564941406	27.15288182508505	0.9000521046194884	0.9964969930377313	0.3842190370642866	0.9981422383035957
I02_06_03.png	I02.png	3.97	0.948	 	171.00843811035156	25.800628204503198	0.8738752823545797	0.9953929852085315	0.3968002584664516	0.9976178776848365
I02_06_04.png	I02.png	3.7	0.936	 	273.6362050374349	23.759068021483237	0.8132042881778241	0.9901942939392118	0.4240816845906965	0.9955899663105493
I02_06_05.png	I02.png	2.63	0.983	 	566.1293402777778	20.601646976092866	0.720642291281378	0.9723183614182616	0.4799511310431634	0.9893661054213636
I02_07_01.png	I02.png	2.47	1.087	 	259.0813717312283	23.99644173066084	0.9635686650033798	0.9985138750731434	0.42791379998230406	0.9989163905373265
I02_07_02.png	I02.png	2.37	1.048	 	460.53491550021704	21.49817799007687	0.9443600764147391	0.9972539326276663	0.4689010972106007	0.9981269553996617
I02_07_03.png	I02.png	2.06	1.045	 	583.7622375488281	20.468443629781596	0.9342496147989685	0.9964556603849903	0.48604132375314674	0.9976580005318268
I02_07_04.png	I02.png	1.97	1.048	 	719.4905938042534	19.560552402681303	0.9243222810907401	0.9955100511354464	0.49911118263482407	0.9971441816371384
I02_07_05.png	I02.png	1.53	0.763	 	960.7024095323351	18.30491480913323	0.8923204874208169	0.9881812352008934	0.5424421877031687	0.993140724608122
I02_08_01.png	I02.png	4.4	0.554	 	0.0	inf	1.0	1.0	0.0022721898267492025	1.0
I02_08_02.png	I02.png	3.4	0.879	 	361.1124386257595	22.554379127803482	0.8846620872626856	0.9993223061502156	0.41545114163044833	0.9994844063912606
I02_08_03.png	I02.png	3.06	1.043	 	998.1250983344185	18.138953845990347	0.7555198629443737	0.9971920549394092	0.46062628315719006	0.9982288959998291
I02_08_04.png	I02.png	1.97	0.912	 	2377.5494299994575	14.369508060459042	0.5698004211115405	0.9909187842811917	0.5034989804825933	0.9944283187607873
I02_08_05.png	I02.png	1.37	0.752	 	3196.754299587674	13.083711028989619	0.4784651401866807	0.9830315081633371	0.5339429906311399	0.9902017299654989
I02_09_01.png	I02.png	4.57	0.716	 	88.39215257432726	28.666666506619304	0.9101440727170146	0.9922718639762214	0.40391166195581407	0.9965558774581558
I02_09_02.png	I02.png	3.73	0.814	 	231.91057332356772	24.47759811318319	0.7954614872354902	0.9735729595457213	0.46026016546072157	0.9901162281704794
I02_09_03.png	I02.png	3.07	1.123	 	330.1283416748047	22.943975505496876	0.7329149244833957	0.9645625797343502	0.4758667180639039	0.9867071708480508
I02_09_04.png	I02.png	1.53	0.562	 	597.1683993869358	20.369835429518798	0.5368600116773016	0.920893332625557	0.5301943526970968	0.9699701547533053
I02_09_05.png	I02.png	1.27	0.442	 	881.557871500651	18.678295332303982	0.35423048189940737	0.8599137798365272	0.5782404558860332	0.9422745808519317
I02_10_01.png	I02.png	4.6	0.554	 	154.6014404296875	26.23866824922405	0.8933636953935977	0.9956897422705472	0.3779504628260686	0.998229036193948
I02_10_02.png	I02.png	4.33	0.596	 	177.46795823838977	25.639604080762698	0.8791338094883345	0.9945255962389141	0.38615507848714803	0.997793951917649
I02_10_03.png	I02.png	4.13	0.718	 	240.8565911187066	24.313218254455368	0.8395617384815207	0.9902937671963702	0.41022882027725016	0.9962515121203305
I02_10_04.png	I02.png	2.6	1.281	 	527.9463755289713	20.904905481722913	0.6519377326217786	0.948740497041646	0.4998064606940897	0.9824007707655648
I02_10_05.png	I02.png	1.6	0.757	 	785.1860148111979	19.181078052232007	0.5243990143749422	0.8871130546584324	0.5639754203178735	0.9623237451014833
I02_11_01.png	I02.png	4.27	0.929	 	62.990425957573784	30.138058156963467	0.9090450135376305	0.9978012205889321	0.3693112545781442	0.998789874443332
I02_11_02.png	I02.png	3.7	0.936	 	123.40393575032552	27.21751349895233	0.851183814902381	0.9953575286280841	0.4033187766185468	0.9977029548447476
I02_11_03.png	I02.png	3.4	0.841	 	182.9887237548828	25.50656032678013	0.8065657804386648	0.9927451515986286	0.4250567903237454	0.9966622682117855
I02_11_04.png	I02.png	2.73	0.772	 	297.5381503634983	23.395377019626768	0.7401122508379981	0.9882599559609281	0.45082458151640437	0.9949121231113417
I02_11_05.png	I02.png	2.3	0.69	 	572.608412000868	20.552226370588166	0.6303797214218302	0.9767211054107806	0.4866550833264956	0.9905363873992048
I02_12_01.png	I02.png	4.63	0.547	 	24.32047356499566	34.271083336610424	0.9582317945372506	0.9993997808828184	0.3142258274240721	0.9996232005403378
I02_12_02.png	I02.png	4.06	0.84	 	116.74109564887152	27.458565958956015	0.8578385409207784	0.9967008544195751	0.3895199736627877	0.9982363647292365
I02_12_03.png	I02.png	3.67	0.83	 	227.72473992241754	24.5567014611516	0.7804651864798854	0.9928450142953252	0.42580543034489604	0.9966680516617469
I02_12_04.png	I02.png	2.6	0.8	 	438.65977986653644	21.709525445226433	0.6809422434643814	0.9853786414508677	0.4620067839617036	0.9938673477350433
I02_12_05.png	I02.png	2.37	0.706	 	638.7738511827257	20.07733231296718	0.6144041441263729	0.9789052146883949	0.4823732563186783	0.9914184152212705
I02_13_01.png	I02.png	4.2	0.702	 	21.948116726345486	34.71683099635789	0.9879717227891432	0.9992315533560726	0.3331506826029611	0.999673037905984
