dist_img	ref_img	dmos	var	 	mse	psnr	ssim	sg_essim	ffs
I01_04_05.png	I01.png	1.47	0.806	 	11048.741656833225	7.697675419067353	0.43812840163896416	0.9197980704245398	0.49630444329923384
I01_05_01.png	I01.png	4.0	0.856	 	42.09256150987413	31.888750056650444	0.9862763503327948	0.9969635818344756	0.1780048139063044
I01_05_02.png	I01.png	2.2	0.909	 	97.31358506944444	28.249068884427288	0.9719750514573656	0.9904447592905287	0.21422030577206333
I01_05_03.png	I01.png	1.57	0.559	 	123.78626505533855	27.20407901495549	0.966725668891503	0.987396288375621	0.24733358222194593
I01_05_04.png	I01.png	1.33	0.537	 	129.24698215060764	27.0165994953241	0.9676020698481332	0.9871215288910932	0.2702078108290025
I01_05_05.png	I01.png	1.6	0.611	 	126.02492268880208	27.12623921179757	0.9675187621702692	0.9883139439919733	0.33293113460182505
I01_06_01.png	I01.png	4.23	0.761	 	80.97730000813802	29.047170686913226	0.8055226205148683	0.9977939370419833	0.29683619778533016
I01_06_02.png	I01.png	4.4	0.554	 	90.1583268907335	28.58074517156215	0.7512999036745275	0.997178191439409	0.3084267228104374
I01_06_03.png	I01.png	3.9	0.943	 	115.51075744628906	27.50457929176454	0.6999401413780627	0.9958375394534439	0.32207939289603704
I01_06_04.png	I01.png	2.9	0.831	 	616.0890604654948	20.234368635201267	0.6053854358266262	0.9891805801130223	0.368052462850602
I01_06_05.png	I01.png	2.27	0.929	 	1070.0088195800781	17.83693003482537	0.45267548354008147	0.975286012746154	0.4117152788082882
I01_07_01.png	I01.png	2.73	1.123	 	1139.368860880534	17.56416014917474	0.9011274685721764	0.9925936944107366	0.4091137359380299
I01_07_02.png	I01.png	2.5	1.025	 	2025.4620412190754	15.065562522984726	0.8657063263704107	0.9869172011702241	0.4573969859182648
I01_07_03.png	I01.png	2.27	1.062	 	2565.2085893419053	14.039576754290602	0.8480190827567915	0.9834260587191253	0.4776164056455532
I01_07_04.png	I01.png	2.47	1.147	 	3164.529534233941	13.127712076119751	0.8307617735465486	0.9794407244190206	0.4943506634848873
I01_07_05.png	I01.png	2.2	0.945	 	3693.218529595269	12.456753550340236	0.7838716634214661	0.953871662284287	0.5289098230429771
I01_08_01.png	I01.png	4.7	0.458	 	0.0	inf	1.0	1.0	0.0
I01_08_02.png	I01.png	3.77	0.616	 	1990.445339626736	15.141301051092773	0.7508219110313107	0.9928113275679058	0.41913024803256926
I01_08_03.png	I01.png	2.73	1.062	 	4228.983481513129	11.868443720798911	0.6348293601387431	0.9870977098572903	0.44078954461740133
I01_08_04.png	I01.png	1.97	0.912	 	6114.5821041531035	10.267135799636453	0.542890294034489	0.9594723251575902	0.47761608070589634
I01_08_05.png	I01.png	1.67	0.699	 	8058.8379465738935	9.068079381415872	0.4567469987040344	0.9169054129146387	0.4901730292144308
I01_09_01.png	I01.png	4.6	0.49	 	2.9561055501302085	43.423604240339145	0.9805095530610902	0.9997809733644621	0.24964599186097458
I01_09_02.png	I01.png	4.67	0.537	 	9.540825737847221	38.33494397288397	0.9538269633591637	0.998538852176746	0.3021834821257696
I01_09_03.png	I01.png	4.4	0.611	 	16.80188666449653	35.877223099768464	0.9325365602338377	0.9966013009626528	0.3277264161232848
I01_09_04.png	I01.png	2.9	1.044	 	63.73542616102431	30.086994668431743	0.8510120294672608	0.9813397827754989	0.38348207753698
I01_09_05.png	I01.png	1.37	0.547	 	185.1042226155599	25.45664034833971	0.7360502066356599	0.9456603961593855	0.428411318143153
I01_10_01.png	I01.png	4.37	0.657	 	30.901785956488716	33.23096780840037	0.9223160754593072	0.9984287348390847	0.3232715295233728
I01_10_02.png	I01.png	3.93	0.854	 	35.33783467610677	32.64840426252595	0.9139331295997598	0.9978622767636618	0.33349850383210955
I01_10_03.png	I01.png	3.77	0.803	 	49.37537638346354	31.19569941638188	0.8880576448966199	0.9958680905607004	0.3605328570112932
I01_10_04.png	I01.png	1.58	0.555	 	153.39839511447482	26.272595449092748	0.7439150108464608	0.9563770904051968	0.45584147660330565
I01_10_05.png	I01.png	1.17	0.373	 	304.2802378336589	23.298066138284895	0.6655878324083786	0.8956974941198595	0.49815001563029715
I01_11_01.png	I01.png	4.03	0.948	 	64.41523573133681	30.040917604107186	0.6679347752684223	0.9968563404053823	0.3436285260095598
I01_11_02.png	I01.png	3.27	0.814	 	127.64321051703558	27.07082641715151	0.5317409026706672	0.992737090622532	0.3818074275398019
I01_11_03.png	I01.png	2.67	0.745	 	190.08991156684027	25.341212922250527	0.4530665369619493	0.9881077622653862	0.40784455147271365
I01_11_04.png	I01.png	2.27	0.772	 	314.3817952473958	23.15622971250244	0.3619799778909845	0.9797646620062278	0.43987473616323847
I01_11_05.png	I01.png	2.37	0.752	 	610.9576365152994	20.27069263334827	0.25978233017620794	0.9592280715473933	0.4828243361144769
I01_12_01.png	I01.png	4.43	0.559	 	24.95754157172309	34.15878557678789	0.8282611223459663	0.9992435614235881	0.2891566440900111
I01_12_02.png	I01.png	3.7	0.69	 	122.2855241563585	27.2570531144492	0.5548155589793701	0.9947923531519645	0.3679750393949426
I01_12_03.png	I01.png	2.77	0.883	 	240.5493638780382	24.318761481000116	0.42489537323194587	0.9882877838968994	0.4079199049775508
I01_12_04.png	I01.png	2.37	0.836	 	473.243664211697	21.379955525296303	0.31115400439668667	0.9741658548898768	0.4544028398907721
I01_12_05.png	I01.png	1.97	0.547	 	692.4312133789062	19.727037241187972	0.25553325621186435	0.9636158340616022	0.477980277955734
I01_13_01.png	I01.png	3.67	0.789	 	19.357757568359375	35.26225314305298	0.9721778244641782	0.9988243073346709	0.10975187832919965
I01_13_02.png	I01.png	2.87	1.087	 	99.22342427571614	28.16466150076769	0.8703079789217992	0.9934022794871916	0.166633703942521
I01_13_03.png	I01.png	2.6	0.663	 	196.54823981391058	25.196112020149247	0.7633078490502926	0.9863201280630897	0.2599431157505707
I01_13_04.png	I01.png	2.07	0.727	 	396.2647433810764	22.150949270302903	0.5921805694170975	0.9740912444723885	0.4050755689189951
I01_13_05.png	I01.png	2.03	0.657	 	608.6042005750868	20.287454153428286	0.4667218687029557	0.9607417379949279	0.4663617065104658
I01_14_01.png	I01.png	4.57	0.616	 	17.870747884114582	35.609376329203215	0.8678176954593718	0.9994044408252484	0.27185161576048844
I01_14_02.png	I01.png	3.57	1.023	 	88.91103956434462	28.641246727411446	0.6582589754277838	0.9959314677720542	0.34379151113870837
I01_14_03.png	I01.png	3.13	0.846	 	178.16407775878906	25.62260216743848	0.5518068210025994	0.9907756775643799	0.3819238187642737
I01_14_04.png	I01.png	2.5	0.764	 	352.1041039360894	22.664092738652897	0.45160199880104707	0.9815632999487324	0.4261337610907835
I01_14_05.png	I01.png	2.27	0.68	 	840.0464969211155	18.887770357615047	0.3333067325100012	0.9604026374206563	0.48583402996549785
I01_15_01.png	I01.png	3.57	0.989	 	53.41852484809028	30.853884700537666	0.8368675069966786	0.986509572564484	0.38676541195948283
I01_15_02.png	I01.png	2.63	0.912	 	113.37951999240451	27.58545746853736	0.7375582301705185	0.9744771441209995	0.4207445432018191
I01_15_03.png	I01.png	1.77	0.607	 	142.44170464409723	26.594431984977135	0.6541342520618335	0.9669906058396567	0.44414344086968294
I01_15_04.png	I01.png	1.4	0.49	 	277.8616451687283	23.692517581033968	0.4840677333894396	0.949294065527281	0.48692110496328633
I01_15_05.png	I01.png	1.33	0.471	 	521.9766625298394	20.95429274649333	0.34850900663862966	0.9313893756143226	0.5148348338120919
I01_16_01.png	I01.png	4.37	0.547	 	111.23749287923177	27.66829168890327	0.9892215213373191	0.9996828300606003	0.23012052227398577
I01_16_02.png	I01.png	4.47	0.562	 	441.3565979003906	21.682907375681765	0.9678103656440141	0.9988289511733125	0.277482596545292
I01_16_03.png	I01.png	3.94	0.504	 	1769.8299645317925	15.65148817112199	0.9082671867320987	0.9955712042537823	0.3355193043476877
I01_16_04.png	I01.png	3.17	0.898	 	5136.1268141004775	11.024446226793591	0.792765918434483	0.9837258265941214	0.4164727372048415
I01_16_05.png	I01.png	2.18	0.796	 	9407.78256225586	8.395930896681293	0.6442328967288333	0.9285256675585204	0.48204068479434137
I01_17_01.png	I01.png	4.5	0.5	 	25.126851399739582	34.12942289521243	0.9976070739227505	0.9999194569237693	0.21332447384185946
I01_17_02.png	I01.png	4.57	0.496	 	105.07977634006076	27.915612211389252	0.9903214080970848	0.9996513400108856	0.24486772460289183
I01_17_03.png	I01.png	4.33	0.596	 	412.61070251464844	21.975398721246894	0.9591751715503122	0.9985116990561744	0.29995524504270055
I01_17_04.png	I01.png	3.4	0.879	 	1665.6779090033638	15.914893349052534	0.8074894166338143	0.9922052821295179	0.36124951432085073
I01_17_05.png	I01.png	2.13	0.846	 	6278.918535020616	10.151955124680308	0.38972858399354715	0.9244250720166919	0.46644689098531983
I01_18_01.png	I01.png	4.5	0.5	 	549.606691148546	20.7302834949618	0.9796420504420666	0.998445904973642	0.2588482344639582
I01_18_02.png	I01.png	4.57	0.496	 	134.44030253092447	26.845508797767835	0.9943251164983954	0.9996024322967463	0.19831306839186746
I01_18_03.png	I01.png	4.57	0.496	 	0.0	inf	1.0	1.0	0.0
I01_18_04.png	I01.png	4.37	0.795	 	148.98244052463107	26.399452765673797	0.9086426052471858	0.9990662313316495	0.2252229983806468
I01_18_05.png	I01.png	3.97	0.657	 	531.6159396701389	20.87482366763124	0.8182608344959365	0.9943303329445173	0.29867457110480405
I01_19_01.png	I01.png	4.53	0.499	 	21.440745035807293	34.8184048846107	0.9873597597229979	0.9996260811349836	0.2681425145334508
I01_19_02.png	I01.png	3.93	0.727	 	47.04054090711806	31.40608053930228	0.9734552676996818	0.9990400883801914	0.2846965074876809
I01_19_03.png	I01.png	2.77	0.803	 	209.16867913140192	24.92583706957405	0.91796672720825	0.9955705446127588	0.33607226032312293
I01_19_04.png	I01.png	1.53	0.562	 	214.13609313964844	24.82390486052331	0.846819576226378	0.9875859167601299	0.3441712841637132
I01_19_05.png	I01.png	1.37	0.482	 	387.7207505967882	22.245613160419694	0.7214316349773231	0.9645859887201255	0.3934193798184371
I01_20_01.png	I01.png	4.53	0.67	 	13.538589477539062	36.81506941277375	0.9884354182764641	0.9984549354754834	0.13436857646419717
I01_20_02.png	I01.png	3.9	1.136	 	55.044165717230904	30.72369067189382	0.9729739736955333	0.995141623000185	0.1722543693416384
I01_20_03.png	I01.png	4.0	0.966	 	78.77616204155817	29.166855426173765	0.9603615069968243	0.9928436691533594	0.21497927858180413
I01_20_04.png	I01.png	3.33	1.35	 	84.85021464029948	28.844274156051437	0.9505483377840557	0.9917615621738552	0.20868330795018233
I01_20_05.png	I01.png	3.23	1.542	 	118.35413106282552	27.39896939612709	0.9357079137964593	0.9869936651100829	0.21735140243688533
I01_21_01.png	I01.png	3.37	0.948	 	98.37057664659288	28.202151436447945	0.9261417041937801	0.9920818310557286	0.29884412067757843
I01_21_02.png	I01.png	2.57	0.883	 	130.4016350640191	26.97797323959515	0.9091299723796024	0.9903390837202393	0.3099180961417314
I01_21_03.png	I01.png	2.03	0.74	 	119.26066080729167	27.365831494841725	0.9135089354874567	0.991178772509941	0.3068257508370006
I01_21_04.png	I01.png	2.13	0.884	 	126.79847208658855	27.09966340511166	0.9001855484084906	0.9908385110817167	0.3150977391317763
I01_21_05.png	I01.png	1.43	0.559	 	303.9101053873698	23.303352197185163	0.7869759065169645	0.9725169589920579	0.37559525955134815
I01_22_01.png	I01.png	4.63	0.605	 	44.36976284450955	31.65993253440427	0.9022997249174454	0.997514250765848	0.3195883141037591
I01_22_02.png	I01.png	4.0	0.894	 	70.66006469726562	29.639063301232788	0.8671273021062063	0.9953844150247763	0.34920615928137044
I01_22_03.png	I01.png	4.0	0.931	 	108.53727213541667	27.77501458599792	0.8256777135705676	0.9918014754534527	0.3757817739381991
I01_22_04.png	I01.png	3.2	0.98	 	272.7760738796658	23.77274086664024	0.7738653899742083	0.9881359678710044	0.4196504596198729
I01_22_05.png	I01.png	2.2	0.909	 	527.2762349446615	20.910421633369083	0.7188291519870388	0.9731292232121964	0.44582003813415216
I01_23_01.png	I01.png	2.73	0.929	 	123.62389797634549	27.209779276877526	0.9898884272127982	0.995673036612141	0.16839413724076968
I01_23_02.png	I01.png	2.17	0.86	 	122.17471483018663	27.260990268597073	0.9805443335836515	0.9910104541339759	0.18127180932435907
I01_23_03.png	I01.png	2.2	0.945	 	328.0738711886936	22.971087176517372	0.9677983313181152	0.9867256431779744	0.23645867614848737
I01_23_04.png	I01.png	2.37	1.197	 	400.1814676920573	22.108233881755016	0.9594565145998956	0.9851412821243647	0.29714965615023686
I01_23_05.png	I01.png	1.57	0.616	 	511.88744269476996	21.039058850298357	0.9507838616867231	0.9789815614896268	0.2420398639019416
I01_24_01.png	I01.png	3.57	0.92	 	138.8790079752604	26.704437552273788	0.9044366376395695	0.9827437689989802	0.38535573664696493
I01_24_02.png	I01.png	2.5	0.847	 	382.2817111545139	22.30696839554787	0.7838251767488993	0.9582674354364262	0.4613449479364376
I01_24_03.png	I01.png	1.87	0.67	 	638.2747056749132	20.08072726846178	0.6832140602947465	0.9342113747155049	0.49407095962003744
I01_24_04.png	I01.png	1.6	0.554	 	1412.1385413275825	16.632030545327655	0.4814280609011647	0.8719492010781417	0.4946625575294412
I01_24_05.png	I01.png	1.4	0.554	 	2798.919284396701	13.660899864626847	0.30312138212193057	0.7907045859441709	0.46463248166712806
I01_25_01.png	I01.png	3.43	0.844	 	691.63892449273	19.732009340787666	0.7997160745695157	0.9873737016036936	0.3857119391919451
I01_25_02.png	I01.png	3.87	0.806	 	344.13872612847223	22.76346814089569	0.8855741303818299	0.9941692073513169	0.3520794382144129
I01_25_03.png	I01.png	4.26	0.566	 	113.72667270236545	27.57218027675745	0.9652729202608669	0.9980497230966763	0.2998466324505418
I01_25_04.png	I01.png	4.17	0.582	 	113.72667270236545	27.57218027675745	0.9753810125341692	0.9975560811206196	0.34609553857472575
I01_25_05.png	I01.png	3.27	0.854	 	450.1741773817274	21.596997812257573	0.9136759710088719	0.9875629950533065	0.4302997252338106
I02_01_01.png	I02.png	4.5	0.719	 	0.0	inf	1.0	1.0	0.0
I02_01_02.png	I02.png	4.17	0.934	 	52.88257175021701	30.897677935550476	0.9689179641143331	0.9979201740480187	0.29229850507471833
I02_01_03.png	I02.png	2.07	0.772	 	348.7638973659939	22.7054883869633	0.747767724488683	0.9745329585314625	0.39366359461234984
I02_01_04.png	I02.png	1.57	0.496	 	651.5766533745659	19.99114846146487	0.48942050246906926	0.9157144729559085	0.4939316224808888
I02_01_05.png	I02.png	1.27	0.512	 	982.4677310519749	18.207620658980122	0.2697745393451314	0.7866720594892778	0.6069893865901691
I02_02_01.png	I02.png	3.2	0.748	 	172.2549285888672	25.769087039989774	0.8868394174671484	0.991643291664534	0.33439473483178406
I02_02_02.png	I02.png	2.27	0.854	 	464.8820580376519	21.457375758068	0.6553849061865805	0.9635302595193663	0.41208402399593347
I02_02_03.png	I02.png	1.57	0.616	 	763.4227328830295	19.30315272822734	0.4007148397112223	0.8912623448001717	0.5125922449700248
I02_02_04.png	I02.png	1.17	0.373	 	901.8004438612196	18.5796991613995	0.300239145373965	0.8306441013518372	0.55678506950276
I02_02_05.png	I02.png	1.0	0.0	 	1001.0314144558376	18.12632654107128	0.25279781440278076	0.7915901645482933	0.5992044088786143
I02_03_01.png	I02.png	4.6	0.554	 	0.0	inf	1.0	1.0	0.0
I02_03_02.png	I02.png	3.77	0.716	 	118.38419935438368	27.397866195546836	0.926970475423803	0.9946705154174614	0.31775320136354424
I02_03_03.png	I02.png	2.33	0.699	 	319.5892622205946	23.084881817049432	0.7858837804882581	0.9791093540901246	0.37646839491532197
I02_03_04.png	I02.png	1.8	0.542	 	446.74102613661023	21.630245234473513	0.6864511464036885	0.9532708884004931	0.39794699415326396
I02_03_05.png	I02.png	1.2	0.4	 	703.2028859456381	19.6599971645337	0.48428665807027976	0.907898331261881	0.4850616755036109
I02_04_01.png	I02.png	4.3	0.64	 	39.765228271484375	32.13576881013337	0.9808777777457127	0.999828642547163	0.3001831215351494
I02_04_02.png	I02.png	2.67	0.869	 	883.2670406765408	18.669883359323837	0.7778041419976324	0.9985999719585688	0.45451457819830243
I02_04_03.png	I02.png	1.87	0.763	 	2143.27633327908	14.820021924945493	0.6142786000958942	0.9928991033266118	0.48117609832715347
I02_04_04.png	I02.png	1.77	0.716	 	2589.8598429361978	13.99804099136633	0.5694509913362116	0.9891770021251932	0.4900653190293286
I02_04_05.png	I02.png	1.53	0.718	 	3281.7645670572915	12.969729392073209	0.506943313048755	0.9824982764078382	0.5058057823489417
I02_05_01.png	I02.png	3.77	0.761	 	223.8281945122613	24.63165569337511	0.9323474247965517	0.9864701700763217	0.37715453874625177
I02_05_02.png	I02.png	1.8	0.476	 	293.89227464463977	23.44892190662258	0.9089742912733331	0.9719978638205671	0.440416898552094
I02_05_03.png	I02.png	1.33	0.471	 	324.0667249891493	23.024459206888043	0.9039887392918571	0.960307696225292	0.46584187593583176
I02_05_04.png	I02.png	1.37	0.482	 	342.05504353841144	22.789843624682455	0.9038183684926816	0.9611706819499292	0.4778790494219315
I02_05_05.png	I02.png	1.47	0.562	 	329.28561231825086	22.9550760564127	0.907195152610448	0.9629674373530387	0.4708729760941753
I02_06_01.png	I02.png	4.2	0.872	 	93.55957370334201	28.419921265540957	0.921821281216301	0.9975380426712283	0.3143281988482909
I02_06_02.png	I02.png	4.07	0.727	 	125.25416564941406	27.15288182508505	0.9000521046194884	0.9964969930377313	0.32601511703603014
I02_06_03.png	I02.png	3.97	0.948	 	171.00843811035156	25.800628204503198	0.8738752823545797	0.9953929852085315	0.3446523299400156
I02_06_04.png	I02.png	3.7	0.936	 	273.6362050374349	23.759068021483237	0.8132042881778241	0.9901942939392118	0.37607492902701983
I02_06_05.png	I02.png	2.63	0.983	 	566.1293402777778	20.601646976092866	0.720642291281378	0.9723183614182616	0.4121909792182177
I02_07_01.png	I02.png	2.47	1.087	 	259.0813717312283	23.99644173066084	0.9635686650033798	0.9985138750731434	0.41885916321282374
I02_07_02.png	I02.png	2.37	1.048	 	460.53491550021704	21.49817799007687	0.9443600764147391	0.9972539326276663	0.45790240102884994
I02_07_03.png	I02.png	2.06	1.045	 	583.7622375488281	20.468443629781596	0.9342496147989685	0.9964556603849903	0.47479387432701053
I02_07_04.png	I02.png	1.97	1.048	 	719.4905938042534	19.560552402681303	0.9243222810907401	0.9955100511354464	0.48994203279142007
I02_07_05.png	I02.png	1.53	0.763	 	960.7024095323351	18.30491480913323	0.8923204874208169	0.9881812352008934	0.5302860793771986
I02_08_01.png	I02.png	4.4	0.554	 	0.0	inf	1.0	1.0	0.0
I02_08_02.png	I02.png	3.4	0.879	 	361.1124386257595	22.554379127803482	0.8846620872626856	0.9993223061502156	0.41097588218654724
I02_08_03.png	I02.png	3.06	1.043	 	998.1250983344185	18.138953845990347	0.7555198629443737	0.9971920549394092	0.4533529139302912
I02_08_04.png	I02.png	1.97	0.912	 	2377.5494299994575	14.369508060459042	0.5698004211115405	0.9909187842811917	0.4829022511175494
I02_08_05.png	I02.png	1.37	0.752	 	3196.754299587674	13.083711028989619	0.4784651401866807	0.9830315081633371	0.5022575870894751
I02_09_01.png	I02.png	4.57	0.716	 	88.39215257432726	28.666666506619304	0.9101440727170146	0.9922718639762214	0.34754825894674224
I02_09_02.png	I02.png	3.73	0.814	 	231.91057332356772	24.47759811318319	0.7954614872354902	0.9735729595457213	0.39478587547819954
I02_09_03.png	I02.png	3.07	1.123	 	330.1283416748047	22.943975505496876	0.7329149244833957	0.9645625797343502	0.4098907159592504
I02_09_04.png	I02.png	1.53	0.562	 	597.1683993869358	20.369835429518798	0.5368600116773016	0.920893332625557	0.46266166015586235
I02_09_05.png	I02.png	1.27	0.442	 	881.557871500651	18.678295332303982	0.35423048189940737	0.8599137798365272	0.5175830833857546
I02_10_01.png	I02.png	4.6	0.554	 	154.6014404296875	26.23866824922405	0.8933636953935977	0.9956897422705472	0.3388880336799518
I02_10_02.png	I02.png	4.33	0.596	 	177.46795823838977	25.639604080762698	0.8791338094883345	0.9945255962389141	0.3460310525120795
I02_10_03.png	I02.png	4.13	0.718	 	240.8565911187066	24.313218254455368	0.8395617384815207	0.9902937671963702	0.36626064538332753
I02_10_04.png	I02.png	2.6	1.281	 	527.9463755289713	20.904905481722913	0.6519377326217786	0.948740497041646	0.44599016680762116
I02_10_05.png	I02.png	1.6	0.757	 	785.1860148111979	19.181078052232007	0.5243990143749422	0.8871130546584324	0.4988393238714544
I02_11_01.png	I02.png	4.27	0.929	 	62.990425957573784	30.138058156963467	0.9090450135376305	0.9978012205889321	0.33254573389309383
I02_11_02.png	I02.png	3.7	0.936	 	123.40393575032552	27.21751349895233	0.851183814902381	0.9953575286280841	0.3667301815668065
I02_11_03.png	I02.png	3.4	0.841	 	182.9887237548828	25.50656032678013	0.8065657804386648	0.9927451515986286	0.3867506929304124
I02_11_04.png	I02.png	2.73	0.772	 	297.5381503634983	23.395377019626768	0.7401122508379981	0.9882599559609281	0.4139236494347496
I02_11_05.png	I02.png	2.3	0.69	 	572.608412000868	20.552226370588166	0.6303797214218302	0.9767211054107806	0.4525687624047486
I02_12_01.png	I02.png	4.63	0.547	 	24.32047356499566	34.271083336610424	0.9582317945372506	0.9993997808828184	0.28253557031217047
I02_12_02.png	I02.png	4.06	0.84	 	116.74109564887152	27.458565958956015	0.8578385409207784	0.9967008544195751	0.35204017131371607
I02_12_03.png	I02.png	3.67	0.83	 	227.72473992241754	24.5567014611516	0.7804651864798854	0.9928450142953252	0.38705611767856896
I02_12_04.png	I02.png	2.6	0.8	 	438.65977986653644	21.709525445226433	0.6809422434643814	0.9853786414508677	0.4245762156089073
I02_12_05.png	I02.png	2.37	0.706	 	638.7738511827257	20.07733231296718	0.6144041441263729	0.9789052146883949	0.4470275392285734
I02_13_01.png	I02.png	4.2	0.702	 	21.948116726345486	34.71683099635789	0.9879717227891432	0.9992315533560726	0.14625416582137138
I02_13_02.png	I02.png	3.33	1.164	 	108.78818766276042	27.764986191030253	0.9423890773657324	0.9958983178261168	0.18565904635198918
I02_13_03.png	I02.png	2.73	0.892	 	214.60289171006946	24.814447912097148	0.8894408183273473	0.991875614700359	0.2469768731615748
I02_13_04.png	I02.png	2.53	0.806	 	449.17574903700086	21.60664060170117	0.7914055414296036	0.9836833894041135	0.34234061564621265
I02_13_05.png	I02.png	1.97	0.547	 	670.7375013563368	19.865277721702967	0.714783609664218	0.9761359491082805	0.3996500857397324
I02_14_01.png	I02.png	4.33	0.699	 	14.501473320855034	36.51668232935535	0.9618464426219623	0.9994887948980633	0.2527395192100734
I02_14_02.png	I02.png	3.37	0.836	 	69.20117865668402	29.729668693051607	0.8976322747518614	0.9968249600399499	0.30979656202470857
I02_14_03.png	I02.png	2.7	0.781	 	135.76441786024304	26.802943991105302	0.8562750225744858	0.9934827283995178	0.341069909654899
I02_14_04.png	I02.png	2.33	0.869	 	262.15841505262586	23.945165581267137	0.804511583055315	0.9879031548148011	0.3755325296334395
I02_14_05.png	I02.png	2.0	0.73	 	619.5078701443142	20.210335329023387	0.7110335188413188	0.9758360082240628	0.42663216719023983
I02_15_01.png	I02.png	3.57	0.883	 	245.35812377929688	24.232799188725064	0.7749435601186301	0.9707684007648222	0.4330594147339863
I02_15_02.png	I02.png	2.77	0.716	 	419.75268215603296	21.900868809730277	0.640343533383552	0.9390561894744559	0.47838048825375473
I02_15_03.png	I02.png	2.03	0.795	 	538.0452796088325	20.822615352818424	0.5692976055605393	0.9225948720788786	0.4967214161063196
I02_15_04.png	I02.png	1.5	0.563	 	747.4035983615452	19.39525176446075	0.46690116812993726	0.9023571901784345	0.5219831173743474
I02_15_05.png	I02.png	1.5	0.671	 	914.5441216362847	18.518756982715065	0.40182503830514316	0.89405787306944	0.5283063032957873
I02_16_01.png	I02.png	4.4	0.841	 	81.24782986111111	29.0326859111769	0.988978807960708	0.9991256404975374	0.29763433431212355
I02_16_02.png	I02.png	4.4	0.554	 	325.1730092366536	23.009658707664702	0.9610691751249272	0.996534696910688	0.4131066688091216
I02_16_03.png	I02.png	3.77	0.716	 	1310.7085893419053	16.955742154086423	0.8732203928991601	0.9852818020346022	0.5182946050109813
I02_16_04.png	I02.png	2.9	0.907	 	3952.032201131185	12.162598863094527	0.6976910976014125	0.9248863040041796	0.47859641157169724
I02_16_05.png	I02.png	1.83	0.734	 	8043.395399305556	9.076409424804547	0.5181154185728847	0.8633923855956738	0.4920586261726355
I02_17_01.png	I02.png	4.5	0.5	 	19.496171739366318	35.231310190279984	0.9967707430565701	0.9997758848558016	0.27313897564944667
I02_17_02.png	I02.png	4.63	0.547	 	80.55995517306857	29.069611449819117	0.9864984351183393	0.9990550133672572	0.32410853295038655
I02_17_03.png	I02.png	4.33	0.596	 	317.4137149386936	23.114546728740628	0.9416807033535717	0.9958898185486579	0.3787223319638072
I02_17_04.png	I02.png	3.63	0.795	 	1279.7019771999783	17.059715199133574	0.736541799358534	0.9783305142614124	0.45215698374415914
I02_17_05.png	I02.png	1.9	0.79	 	4543.360790676541	11.557031351300209	0.2922079337742811	0.7838609123361793	0.5837092730858621
